,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,RTS,NFBC,ADP,Positions_adp,PlayerInfo_adp,PhotoURL,Player_notes,Notes,PlayerInfo_notes,Name_notes,Last_notes,Team_notes,Positions_notes,Status_notes,Description,vsADP,PtsRank
155,Trevor Rogers_BAL,,,21,,,,,157,,,,,,,273,P,https://www.fantasypros.com/mlb/players/trevor-rogers.php,164.5,141.0,10.0,0.0,4.14,1.29,76.0,55.0,28.0,28.0,9.0,0.0,7.71,trevor-rogers,Trevor Rogers (BAL - SP),Trevor Rogers,Rogers,BAL,SP,,10-9-0SV|4.14|1.29|7.71K9,156,Trevor Rogers (BAL - SP),142,169,156.0,SP,Trevor Rogers (BAL - SP),https://images.fantasypros.com/images/players/mlb/6995/headshot/70x70.png,Trevor Rogers (SP - BAL),,Trevor Rogers (BAL - SP),Trevor Rogers,Rogers,BAL,SP,,"10-9-0SV|4.14|1.29|7.71K9
",0.0,189.0
156,Ozzie Albies_ATL,534.0,68.0,17,69.0,10.0,0.251,0.308,134,27.0,2.0,44.0,89.0,0.409,0.716,319,H,https://www.fantasypros.com/mlb/players/ozhaino-albies.php,,,,,,,,,,,,,,ozhaino-albies,Ozzie Albies (ATL - 2B),Ozzie Albies,Albies,ATL,2B,,.251|68R|17HR|69RBI|10SB,157,Ozzie Albies (ATL - 2B),146,165,156.0,2B,Ozzie Albies (ATL - 2B),https://images.fantasypros.com/images/players/mlb/5980/headshot/70x70.png,Ozzie Albies (2B - ATL),,Ozzie Albies (ATL - 2B),Ozzie Albies,Albies,ATL,2B,,".251|68R|17HR|69RBI|10SB
",-1.0,101.0
157,Ryan Pepiot_TB,,,26,,,,,150,,,,,,,310,P,https://www.fantasypros.com/mlb/players/ryan-pepiot.php,168.4,171.0,10.0,0.0,4.17,1.25,78.0,60.0,31.0,31.0,10.0,0.0,9.14,ryan-pepiot,Ryan Pepiot (TB - SP),Ryan Pepiot,Pepiot,TB,SP,,10-10-0SV|4.17|1.25|9.14K9,158,Ryan Pepiot (TB - SP),167,147,157.0,SP,Ryan Pepiot (TB - SP),https://images.fantasypros.com/images/players/mlb/38313/headshot/70x70.png,Ryan Pepiot (SP - TB),,Ryan Pepiot (TB - SP),Ryan Pepiot,Pepiot,TB,SP,,"10-10-0SV|4.17|1.25|9.14K9
",-1.0,115.0
158,Chandler Simpson_TB,402.0,51.0,2,33.0,39.0,0.282,0.323,113,16.0,3.0,24.0,48.0,0.346,0.669,240,H,https://www.fantasypros.com/mlb/players/chandler-simpson.php,,,,,,,,,,,,,,chandler-simpson,Chandler Simpson (TB - OF),Chandler Simpson,Simpson,TB,OF,,.282|51R|2HR|33RBI|39SB,159,Chandler Simpson (TB - OF),162,152,157.0,OF,Chandler Simpson (TB - OF),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,"Chandler Simpson (LF,CF - TB)",,Chandler Simpson (TB - OF),Chandler Simpson,Simpson,TB,OF,,".282|51R|2HR|33RBI|39SB
",-2.0,245.0
159,Ian Happ_CHC,553.0,80.0,21,76.0,8.0,0.239,0.335,132,29.0,1.0,80.0,152.0,0.413,0.748,319,H,https://www.fantasypros.com/mlb/players/ian-happ.php,,,,,,,,,,,,,,ian-happ,Ian Happ (CHC - OF),Ian Happ,Happ,CHC,OF,,.239|80R|21HR|76RBI|8SB,160,Ian Happ (CHC - OF),139,178,158.0,OF,Ian Happ (CHC - OF),https://images.fantasypros.com/images/players/mlb/6008/headshot/70x70.png,Ian Happ (LF - CHC),,Ian Happ (CHC - OF),Ian Happ,Happ,CHC,OF,,".239|80R|21HR|76RBI|8SB
",-2.0,102.0
160,Steven Kwan_CLE,566.0,79.0,9,55.0,18.0,0.273,0.34,154,28.0,2.0,58.0,59.0,0.379,0.719,365,H,https://www.fantasypros.com/mlb/players/steven-kwan.php,,,,,,,,,,,,,,steven-kwan,Steven Kwan (CLE - OF),Steven Kwan,Kwan,CLE,OF,,.273|79R|9HR|55RBI|18SB,161,Steven Kwan (CLE - OF),153,164,158.0,OF,Steven Kwan (CLE - OF),https://images.fantasypros.com/images/players/mlb/44349/headshot/70x70.png,Steven Kwan (LF - CLE),,Steven Kwan (CLE - OF),Steven Kwan,Kwan,CLE,OF,,".273|79R|9HR|55RBI|18SB
",-3.0,54.0
161,Dansby Swanson_CHC,555.0,71.0,20,71.0,15.0,0.239,0.303,133,24.0,2.0,51.0,155.0,0.402,0.706,274,H,https://www.fantasypros.com/mlb/players/dansby-swanson.php,,,,,,,,,,,,,,dansby-swanson,Dansby Swanson (CHC - SS),Dansby Swanson,Swanson,CHC,SS,,.239|71R|20HR|71RBI|15SB,162,Dansby Swanson (CHC - SS),174,144,159.0,SS,Dansby Swanson (CHC - SS),https://images.fantasypros.com/images/players/mlb/5965/headshot/70x70.png,Dansby Swanson (SS - CHC),,Dansby Swanson (CHC - SS),Dansby Swanson,Swanson,CHC,SS,,".239|71R|20HR|71RBI|15SB
",-3.0,185.0
162,Robbie Ray_SF,,,25,,,,,153,,,,,,,310,P,https://www.fantasypros.com/mlb/players/robbie-ray.php,171.4,178.0,10.0,0.0,4.28,1.28,81.0,67.0,30.0,30.0,10.0,0.0,9.35,robbie-ray,Robbie Ray (SF - SP),Robbie Ray,Ray,SF,SP,,10-10-0SV|4.28|1.28|9.35K9,163,Robbie Ray (SF - SP),173,148,160.0,SP,Robbie Ray (SF - SP),https://images.fantasypros.com/images/players/mlb/5484/headshot/70x70.png,Robbie Ray (SP - SF),,Robbie Ray (SF - SP),Robbie Ray,Ray,SF,SP,,"10-10-0SV|4.28|1.28|9.35K9
",-3.0,116.0
163,Alejandro Kirk_TOR,423.0,56.0,15,59.0,1.0,0.27,0.342,114,20.0,0.0,47.0,59.0,0.426,0.769,284,H,https://www.fantasypros.com/mlb/players/alejandro-kirk.php,,,,,,,,,,,,,,alejandro-kirk,Alejandro Kirk (TOR - C),Alejandro Kirk,Kirk,TOR,C,,.270|56R|15HR|59RBI|1SB,164,Alejandro Kirk (TOR - C),166,156,161.0,C,Alejandro Kirk (TOR - C),https://images.fantasypros.com/images/players/mlb/43675/headshot/70x70.png,Alejandro Kirk (C - TOR),,Alejandro Kirk (TOR - C),Alejandro Kirk,Kirk,TOR,C,,".270|56R|15HR|59RBI|1SB
",-3.0,160.0
164,Shota Imanaga_CHC,,,26,,,,,145,,,,,,,284,P,https://www.fantasypros.com/mlb/players/shota-imanaga.php,154.8,140.0,10.0,0.0,4.14,1.16,71.0,35.0,27.0,27.0,9.0,0.0,8.14,shota-imanaga,Shota Imanaga (CHC - SP),Shota Imanaga,Imanaga,CHC,SP,,10-9-0SV|4.14|1.16|8.14K9,165,Shota Imanaga (CHC - SP),161,172,166.0,SP,Shota Imanaga (CHC - SP),https://images.fantasypros.com/images/players/mlb/6979/headshot/70x70.png,Shota Imanaga (SP - CHC),,Shota Imanaga (CHC - SP),Shota Imanaga,Imanaga,CHC,SP,,"10-9-0SV|4.14|1.16|8.14K9
",1.0,161.0
165,Abner Uribe_MIL,,,6,,,,,55,,,,,,,281,P,https://www.fantasypros.com/mlb/players/abner-uribe.php,71.3,84.0,4.0,19.0,3.02,1.22,24.0,31.0,72.0,0.0,3.0,0.0,10.6,abner-uribe,Abner Uribe (MIL - RP),Abner Uribe,Uribe,MIL,RP,,4-3-19SV|3.02|1.22|10.60K9,166,Abner Uribe (MIL - RP),165,170,168.0,RP,Abner Uribe (MIL - RP),https://images.fantasypros.com/images/players/mlb/45146/headshot/70x70.png,Abner Uribe (RP - MIL),,Abner Uribe (MIL - RP),Abner Uribe,Uribe,MIL,RP,,"4-3-19SV|3.02|1.22|10.60K9
",2.0,172.0
166,Drew Rasmussen_TB,,,19,,,,,149,,,,,,,307,P,https://www.fantasypros.com/mlb/players/drew-rasmussen.php,161.2,147.0,10.0,0.0,3.73,1.19,67.0,43.0,30.0,30.0,9.0,0.0,8.21,drew-rasmussen,"Drew Rasmussen (TB - RP,SP)",Drew Rasmussen,Rasmussen,TB,"RP,SP",,10-9-0SV|3.73|1.19|8.21K9,167,"Drew Rasmussen (TB - RP,SP)",180,158,169.0,SP,Drew Rasmussen (TB - SP),https://images.fantasypros.com/images/players/mlb/43665/headshot/70x70.png,"Drew Rasmussen (SP,RP - TB)",,"Drew Rasmussen (TB - RP,SP)",Drew Rasmussen,Rasmussen,TB,"RP,SP",,"10-9-0SV|3.73|1.19|8.21K9
",2.0,123.0
167,Colson Montgomery_CWS,498.0,65.0,23,70.0,3.0,0.222,0.291,111,20.0,2.0,49.0,162.0,0.414,0.705,230,H,https://www.fantasypros.com/mlb/players/colson-montgomery.php,,,,,,,,,,,,,,colson-montgomery,"Colson Montgomery (CWS - 3B,SS)",Colson Montgomery,Montgomery,CWS,"3B,SS",,.222|65R|23HR|70RBI|3SB,168,"Colson Montgomery (CWS - 3B,SS)",132,213,172.0,"3B,SS","Colson Montgomery (CWS - 3B,SS)",https://images.fantasypros.com/images/players/mlb/44692/headshot/70x70.png,"Colson Montgomery (SS,3B - CWS)",,"Colson Montgomery (CWS - 3B,SS)",Colson Montgomery,Montgomery,CWS,"3B,SS",,".222|65R|23HR|70RBI|3SB
",4.0,255.0
168,Carlos Rodon_NYY,,,22,,,,,130,,,,,,,296,P,https://www.fantasypros.com/mlb/players/carlos-rodon.php,151.1,160.0,10.0,0.0,4.03,1.22,68.0,55.0,26.0,26.0,8.0,0.0,9.53,carlos-rodon,Carlos Rodon (NYY - SP),Carlos Rodon,Rodon,NYY,SP,,10-8-0SV|4.03|1.22|9.53K9,169,Carlos Rodon (NYY - SP),155,190,172.0,SP,Carlos Rodon (NYY - SP),https://images.fantasypros.com/images/players/mlb/5674/headshot/70x70.png,Carlos Rodon (SP - NYY),,Carlos Rodon (NYY - SP),Carlos Rodon,Rodon,NYY,SP,,"10-8-0SV|4.03|1.22|9.53K9
",3.0,142.0
169,Bubba Chandler_PIT,,,19,,,,,141,,,,,,,249,P,https://www.fantasypros.com/mlb/players/bubba-chandler.php,149.3,140.0,8.0,0.0,4.26,1.32,71.0,56.0,33.0,26.0,9.0,0.0,8.44,bubba-chandler,Bubba Chandler (PIT - SP),Bubba Chandler,Chandler,PIT,SP,,8-9-0SV|4.26|1.32|8.44K9,170,Bubba Chandler (PIT - SP),185,161,173.0,SP,Bubba Chandler (PIT - SP),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,Bubba Chandler (SP - PIT),,Bubba Chandler (PIT - SP),Bubba Chandler,Chandler,PIT,SP,,"8-9-0SV|4.26|1.32|8.44K9
",3.0,231.0
170,Jacob Wilson_ATH,515.0,68.0,12,62.0,6.0,0.296,0.337,153,30.0,1.0,31.0,48.0,0.425,0.762,340,H,https://www.fantasypros.com/mlb/players/jacob-wilson-ss.php,,,,,,,,,,,,,,jacob-wilson-ss,Jacob Wilson (ATH - SS),Jacob Wilson,Wilson,ATH,SS,,.296|68R|12HR|62RBI|6SB,171,Jacob Wilson (ATH - SS),179,167,173.0,SS,Jacob Wilson (ATH - SS),https://images.fantasypros.com/images/players/mlb/47235/headshot/70x70.png,Jacob Wilson (SS - ATH),,Jacob Wilson (ATH - SS),Jacob Wilson,Wilson,ATH,SS,,".296|68R|12HR|62RBI|6SB
",2.0,73.0
171,Jurickson Profar_ATL,531.0,76.0,18,69.0,9.0,0.25,0.336,133,25.0,1.0,68.0,102.0,0.402,0.737,334,H,https://www.fantasypros.com/mlb/players/jurickson-profar.php,,,,,,,,,,,,,,jurickson-profar,Jurickson Profar (ATL - OF),Jurickson Profar,Profar,ATL,OF,,.250|76R|18HR|69RBI|9SB,172,Jurickson Profar (ATL - OF),168,180,174.0,OF,Jurickson Profar (ATL - OF),https://images.fantasypros.com/images/players/mlb/4581/headshot/70x70.png,Jurickson Profar (LF - ATL),,Jurickson Profar (ATL - OF),Jurickson Profar,Profar,ATL,OF,,".250|76R|18HR|69RBI|9SB
",2.0,82.0
172,Jonathan Aranda_TB,483.0,67.0,20,71.0,1.0,0.261,0.336,126,23.0,1.0,55.0,139.0,0.435,0.771,266,H,https://www.fantasypros.com/mlb/players/jonathan-aranda.php,,,,,,,,,,,,,,jonathan-aranda,"Jonathan Aranda (TB - 1B,DH)",Jonathan Aranda,Aranda,TB,"1B,DH",,.261|67R|20HR|71RBI|1SB,173,"Jonathan Aranda (TB - 1B,DH)",169,179,174.0,1B,Jonathan Aranda (TB - 1B),https://images.fantasypros.com/images/players/mlb/45018/headshot/70x70.png,"Jonathan Aranda (1B,DH - TB)",,"Jonathan Aranda (TB - 1B,DH)",Jonathan Aranda,Aranda,TB,"1B,DH",,".261|67R|20HR|71RBI|1SB
",1.0,201.0
173,Brandon Lowe_PIT,487.0,68.0,23,70.0,5.0,0.242,0.306,118,23.0,1.0,45.0,139.0,0.439,0.745,261,H,https://www.fantasypros.com/mlb/players/brandon-lowe.php,,,,,,,,,,,,,,brandon-lowe,"Brandon Lowe (PIT - 2B,DH)",Brandon Lowe,Lowe,PIT,"2B,DH",,.242|68R|23HR|70RBI|5SB,174,"Brandon Lowe (PIT - 2B,DH)",177,173,175.0,2B,Brandon Lowe (PIT - 2B),https://images.fantasypros.com/images/players/mlb/7236/headshot/70x70.png,"Brandon Lowe (2B,DH - PIT)",,"Brandon Lowe (PIT - 2B,DH)",Brandon Lowe,Lowe,PIT,"2B,DH",,".242|68R|23HR|70RBI|5SB
",1.0,214.0
174,Dennis Santana_PIT,,,8,,,,,64,,,,,,,260,P,https://www.fantasypros.com/mlb/players/dennis-santana.php,68.9,64.0,4.0,25.0,3.99,1.28,31.0,24.0,68.0,0.0,3.0,0.0,8.36,dennis-santana,Dennis Santana (PIT - RP),Dennis Santana,Santana,PIT,RP,,4-3-25SV|3.99|1.28|8.36K9,175,Dennis Santana (PIT - RP),193,159,176.0,RP,Dennis Santana (PIT - RP),https://images.fantasypros.com/images/players/mlb/7410/headshot/70x70.png,Dennis Santana (RP - PIT),,Dennis Santana (PIT - RP),Dennis Santana,Santana,PIT,RP,,"4-3-25SV|3.99|1.28|8.36K9
",1.0,219.0
175,Willson Contreras_BOS,474.0,68.0,21,72.0,5.0,0.248,0.32,118,23.0,1.0,50.0,140.0,0.44,0.761,260,H,https://www.fantasypros.com/mlb/players/willson-contreras.php,,,,,,,,,,,,,,willson-contreras,"Willson Contreras (BOS - 1B,C,DH)",Willson Contreras,Contreras,BOS,"1B,C,DH",,.248|68R|21HR|72RBI|5SB,176,"Willson Contreras (BOS - 1B,C,DH)",158,198,178.0,1B,Willson Contreras (BOS - 1B),https://images.fantasypros.com/images/players/mlb/5919/headshot/70x70.png,"Willson Contreras (C,DH,1B - BOS)",,"Willson Contreras (BOS - 1B,C,DH)",Willson Contreras,Contreras,BOS,"1B,C,DH",,".248|68R|21HR|72RBI|5SB
",2.0,220.0
176,Christian Walker_HOU,525.0,69.0,26,78.0,3.0,0.229,0.294,121,22.0,1.0,48.0,150.0,0.424,0.718,270,H,https://www.fantasypros.com/mlb/players/christian-walker.php,,,,,,,,,,,,,,christian-walker,Christian Walker (HOU - 1B),Christian Walker,Walker,HOU,1B,,.229|69R|26HR|78RBI|3SB,177,Christian Walker (HOU - 1B),171,185,178.0,1B,Christian Walker (HOU - 1B),https://images.fantasypros.com/images/players/mlb/4905/headshot/70x70.png,Christian Walker (1B - HOU),,Christian Walker (HOU - 1B),Christian Walker,Walker,HOU,1B,,".229|69R|26HR|78RBI|3SB
",1.0,195.0
177,Mike Trout_LAA,448.0,68.0,25,70.0,4.0,0.235,0.338,105,18.0,2.0,70.0,159.0,0.455,0.793,260,H,https://www.fantasypros.com/mlb/players/mike-trout.php,,,,,,,,,,,,,,mike-trout,"Mike Trout (LAA - DH,OF)",Mike Trout,Trout,LAA,"DH,OF",,.235|68R|25HR|70RBI|4SB,178,"Mike Trout (LAA - DH,OF)",163,194,178.0,"DH,OF","Mike Trout (LAA - DH,OF)",https://images.fantasypros.com/images/players/mlb/3785/headshot/70x70.png,"Mike Trout (CF,RF,DH - LAA)",,"Mike Trout (LAA - DH,OF)",Mike Trout,Trout,LAA,"DH,OF",,".235|68R|25HR|70RBI|4SB
",0.0,221.0
178,Ranger Suarez_BOS,,,19,,,,,162,,,,,,,312,P,https://www.fantasypros.com/mlb/players/ranger-suarez.php,169.5,150.0,11.0,0.0,3.72,1.24,70.0,49.0,29.0,29.0,9.0,0.0,7.96,ranger-suarez,Ranger Suarez (BOS - SP),Ranger Suarez,Suarez,BOS,SP,,11-9-0SV|3.72|1.24|7.96K9,179,Ranger Suarez (BOS - SP),175,183,179.0,SP,Ranger Suarez (BOS - SP),https://images.fantasypros.com/images/players/mlb/7247/headshot/70x70.png,Ranger Suarez (SP - BOS),,Ranger Suarez (BOS - SP),Ranger Suarez,Suarez,BOS,SP,,"11-9-0SV|3.72|1.24|7.96K9
",0.0,113.0
179,Matt Chapman_SF,542.0,78.0,24,77.0,9.0,0.236,0.323,128,28.0,2.0,70.0,155.0,0.428,0.751,312,H,https://www.fantasypros.com/mlb/players/matt-chapman.php,,,,,,,,,,,,,,matt-chapman,Matt Chapman (SF - 3B),Matt Chapman,Chapman,SF,3B,,.236|78R|24HR|77RBI|9SB,180,Matt Chapman (SF - 3B),190,171,180.0,3B,Matt Chapman (SF - 3B),https://images.fantasypros.com/images/players/mlb/6315/headshot/70x70.png,Matt Chapman (3B - SF),,Matt Chapman (SF - 3B),Matt Chapman,Chapman,SF,3B,,".236|78R|24HR|77RBI|9SB
",0.0,114.0
180,Alec Burleson_STL,523.0,66.0,19,73.0,5.0,0.269,0.321,140,25.0,1.0,40.0,82.0,0.436,0.757,326,H,https://www.fantasypros.com/mlb/players/alec-burleson.php,,,,,,,,,,,,,,alec-burleson,"Alec Burleson (STL - 1B,DH,OF)",Alec Burleson,Burleson,STL,"1B,DH,OF",,.269|66R|19HR|73RBI|5SB,181,"Alec Burleson (STL - 1B,DH,OF)",178,189,184.0,"1B,DH,OF","Alec Burleson (STL - 1B,DH,OF)",https://images.fantasypros.com/images/players/mlb/43889/headshot/70x70.png,"Alec Burleson (LF,RF,DH,1B - STL)",,"Alec Burleson (STL - 1B,DH,OF)",Alec Burleson,Burleson,STL,"1B,DH,OF",,".269|66R|19HR|73RBI|5SB
",3.0,89.0
181,Tanner Bibee_CLE,,,25,,,,,166,,,,,,,322,P,https://www.fantasypros.com/mlb/players/tanner-bibee.php,178.6,165.0,10.0,0.0,4.04,1.23,80.0,53.0,31.0,31.0,10.0,0.0,8.31,tanner-bibee,Tanner Bibee (CLE - SP),Tanner Bibee,Bibee,CLE,SP,,10-10-0SV|4.04|1.23|8.31K9,182,Tanner Bibee (CLE - SP),186,184,185.0,SP,Tanner Bibee (CLE - SP),https://images.fantasypros.com/images/players/mlb/45056/headshot/70x70.png,Tanner Bibee (SP - CLE),,Tanner Bibee (CLE - SP),Tanner Bibee,Bibee,CLE,SP,,"10-10-0SV|4.04|1.23|8.31K9
",3.0,97.0
182,Samuel Basallo_BAL,364.0,48.0,16,50.0,3.0,0.242,0.301,88,17.0,1.0,31.0,95.0,0.423,0.724,192,H,https://www.fantasypros.com/mlb/players/samuel-basallo.php,,,,,,,,,,,,,,samuel-basallo,"Samuel Basallo (BAL - 1B,C)",Samuel Basallo,Basallo,BAL,"1B,C",,.242|48R|16HR|50RBI|3SB,183,"Samuel Basallo (BAL - 1B,C)",204,168,186.0,C,Samuel Basallo (BAL - C),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,"Samuel Basallo (C,1B - BAL)",,"Samuel Basallo (BAL - 1B,C)",Samuel Basallo,Basallo,BAL,"1B,C",,".242|48R|16HR|50RBI|3SB
",3.0,279.0
183,Kyle Teel_CWS,388.0,52.0,12,45.0,5.0,0.246,0.329,96,17.0,1.0,48.0,112.0,0.388,0.717,187,H,https://www.fantasypros.com/mlb/players/kyle-teel.php,,,,,,,,,,,,,,kyle-teel,"Kyle Teel (CWS - C,DH)",Kyle Teel,Teel,CWS,"C,DH",,.246|52R|12HR|45RBI|5SB,184,"Kyle Teel (CWS - C,DH)",191,182,186.0,C,Kyle Teel (CWS - C),https://images.fantasypros.com/images/players/mlb/47214/headshot/70x70.png,"Kyle Teel (C,DH - CWS)",,"Kyle Teel (CWS - C,DH)",Kyle Teel,Teel,CWS,"C,DH",,".246|52R|12HR|45RBI|5SB
",2.0,280.0
184,Cade Horton_CHC,,,17,,,,,122,,,,,,,224,P,https://www.fantasypros.com/mlb/players/cade-horton.php,130.6,115.0,8.0,0.0,4.13,1.26,60.0,43.0,24.0,24.0,7.0,0.0,7.92,cade-horton,Cade Horton (CHC - SP),Cade Horton,Horton,CHC,SP,,8-7-0SV|4.13|1.26|7.92K9,185,Cade Horton (CHC - SP),181,193,187.0,SP,Cade Horton (CHC - SP),https://images.fantasypros.com/images/players/mlb/46423/headshot/70x70.png,Cade Horton (SP - CHC),,Cade Horton (CHC - SP),Cade Horton,Horton,CHC,SP,,"8-7-0SV|4.13|1.26|7.92K9
",2.0,263.0
185,Spencer Torkelson_DET,536.0,73.0,26,79.0,2.0,0.232,0.315,124,27.0,1.0,65.0,159.0,0.425,0.74,294,H,https://www.fantasypros.com/mlb/players/spencer-torkelson-if.php,,,,,,,,,,,,,,spencer-torkelson-if,"Spencer Torkelson (DET - 1B,DH)",Spencer Torkelson,Torkelson,DET,"1B,DH",,.232|73R|26HR|79RBI|2SB,186,"Spencer Torkelson (DET - 1B,DH)",188,186,187.0,1B,Spencer Torkelson (DET - 1B),https://images.fantasypros.com/images/players/mlb/43877/headshot/70x70.png,"Spencer Torkelson (1B,DH - DET)",,"Spencer Torkelson (DET - 1B,DH)",Spencer Torkelson,Torkelson,DET,"1B,DH",,".232|73R|26HR|79RBI|2SB
",1.0,147.0
186,Dylan Crews_WSH,495.0,63.0,16,61.0,23.0,0.238,0.294,118,21.0,3.0,39.0,121.0,0.396,0.69,256,H,https://www.fantasypros.com/mlb/players/dylan-crews.php,,,,,,,,,,,,,,dylan-crews,Dylan Crews (WSH - OF),Dylan Crews,Crews,WSH,OF,,.238|63R|16HR|61RBI|23SB,187,Dylan Crews (WSH - OF),213,166,190.0,OF,Dylan Crews (WSH - OF),https://images.fantasypros.com/images/players/mlb/8269/headshot/70x70.png,"Dylan Crews (RF,CF - WSH)",,Dylan Crews (WSH - OF),Dylan Crews,Crews,WSH,OF,,".238|63R|16HR|61RBI|23SB
",3.0,226.0
187,Gabriel Moreno_ARI,389.0,52.0,10,53.0,4.0,0.276,0.345,107,20.0,1.0,41.0,75.0,0.417,0.762,235,H,https://www.fantasypros.com/mlb/players/gabriel-moreno.php,,,,,,,,,,,,,,gabriel-moreno,Gabriel Moreno (ARI - C),Gabriel Moreno,Moreno,ARI,C,,.276|52R|10HR|53RBI|4SB,188,Gabriel Moreno (ARI - C),206,175,190.0,C,Gabriel Moreno (ARI - C),https://images.fantasypros.com/images/players/mlb/44003/headshot/70x70.png,Gabriel Moreno (C - ARI),,Gabriel Moreno (ARI - C),Gabriel Moreno,Moreno,ARI,C,,".276|52R|10HR|53RBI|4SB
",2.0,250.0
188,Xavier Edwards_MIA,514.0,68.0,4,45.0,27.0,0.279,0.341,144,23.0,4.0,48.0,81.0,0.362,0.703,296,H,https://www.fantasypros.com/mlb/players/xavier-edwards-ss.php,,,,,,,,,,,,,,xavier-edwards-ss,"Xavier Edwards (MIA - 2B,SS)",Xavier Edwards,Edwards,MIA,"2B,SS",,.279|68R|4HR|45RBI|27SB,189,"Xavier Edwards (MIA - 2B,SS)",205,176,190.0,"2B,SS","Xavier Edwards (MIA - 2B,SS)",https://images.fantasypros.com/images/players/mlb/40137/headshot/70x70.png,"Xavier Edwards (SS,2B - MIA)",,"Xavier Edwards (MIA - 2B,SS)",Xavier Edwards,Edwards,MIA,"2B,SS",,".279|68R|4HR|45RBI|27SB
",1.0,143.0
189,Isaac Paredes_HOU,397.0,59.0,19,58.0,1.0,0.244,0.331,97,18.0,1.0,52.0,78.0,0.432,0.763,266,H,https://www.fantasypros.com/mlb/players/isaac-paredes.php,,,,,,,,,,,,,,isaac-paredes,"Isaac Paredes (HOU - 3B,DH)",Isaac Paredes,Paredes,HOU,"3B,DH",,.244|59R|19HR|58RBI|1SB,190,"Isaac Paredes (HOU - 3B,DH)",194,188,191.0,3B,Isaac Paredes (HOU - 3B),https://images.fantasypros.com/images/players/mlb/10050/headshot/70x70.png,"Isaac Paredes (3B,DH - HOU)",,"Isaac Paredes (HOU - 3B,DH)",Isaac Paredes,Paredes,HOU,"3B,DH",,".244|59R|19HR|58RBI|1SB
",1.0,202.0
190,Addison Barger_TOR,417.0,57.0,17,57.0,4.0,0.242,0.305,101,24.0,1.0,38.0,111.0,0.429,0.734,225,H,https://www.fantasypros.com/mlb/players/addison-barger.php,,,,,,,,,,,,,,addison-barger,"Addison Barger (TOR - 3B,OF)",Addison Barger,Barger,TOR,"3B,OF",,.242|57R|17HR|57RBI|4SB,191,"Addison Barger (TOR - 3B,OF)",199,187,193.0,"3B,OF","Addison Barger (TOR - 3B,OF)",https://images.fantasypros.com/images/players/mlb/45361/headshot/70x70.png,"Addison Barger (3B,RF - TOR)",,"Addison Barger (TOR - 3B,OF)",Addison Barger,Barger,TOR,"3B,OF",,".242|57R|17HR|57RBI|4SB
",2.0,260.0
191,Edward Cabrera_CHC,,,16,,,,,118,,,,,,,265,P,https://www.fantasypros.com/mlb/players/edward-cabrera-p.php,137.1,145.0,9.0,0.0,3.96,1.26,60.0,55.0,26.0,26.0,8.0,0.0,9.52,edward-cabrera-p,Edward Cabrera (CHC - SP),Edward Cabrera,Cabrera,CHC,SP,,9-8-0SV|3.96|1.26|9.52K9,192,Edward Cabrera (CHC - SP),187,200,194.0,SP,Edward Cabrera (CHC - SP),https://images.fantasypros.com/images/players/mlb/39222/headshot/70x70.png,Edward Cabrera (SP - CHC),,Edward Cabrera (CHC - SP),Edward Cabrera,Cabrera,CHC,SP,,"9-8-0SV|3.96|1.26|9.52K9
",2.0,205.0
192,Brenton Doyle_COL,511.0,67.0,19,65.0,20.0,0.248,0.298,127,24.0,3.0,36.0,149.0,0.412,0.71,254,H,https://www.fantasypros.com/mlb/players/brenton-doyle.php,,,,,,,,,,,,,,brenton-doyle,Brenton Doyle (COL - OF),Brenton Doyle,Doyle,COL,OF,,.248|67R|19HR|65RBI|20SB,193,Brenton Doyle (COL - OF),228,160,194.0,OF,Brenton Doyle (COL - OF),https://images.fantasypros.com/images/players/mlb/45599/headshot/70x70.png,Brenton Doyle (CF - COL),,Brenton Doyle (COL - OF),Brenton Doyle,Doyle,COL,OF,,".248|67R|19HR|65RBI|20SB
",1.0,229.0
193,Daylen Lile_WSH,484.0,62.0,11,58.0,14.0,0.264,0.314,128,26.0,7.0,35.0,95.0,0.414,0.728,277,H,https://www.fantasypros.com/mlb/players/daylen-lile.php,,,,,,,,,,,,,,daylen-lile,"Daylen Lile (WSH - DH,OF)",Daylen Lile,Lile,WSH,"DH,OF",,.264|62R|11HR|58RBI|14SB,194,"Daylen Lile (WSH - DH,OF)",184,204,194.0,OF,Daylen Lile (WSH - OF),https://images.fantasypros.com/images/players/mlb/44757/headshot/70x70.png,"Daylen Lile (LF,CF,RF,DH - WSH)",,"Daylen Lile (WSH - DH,OF)",Daylen Lile,Lile,WSH,"DH,OF",,".264|62R|11HR|58RBI|14SB
",0.0,181.0
